customerID,Churn,gender,IsSeniorCitizen,HasPartner,HasDependents,TenureMonths,HasPhoneService,MultipleLinesStatus,InternetServiceType,OnlineSecurityStatus,OnlineBackupStatus,DeviceProtectionStatus,TechSupportStatus,StreamingTVStatus,StreamingMoviesStatus,ContractType,IsPaperlessBilling,PaymentMethodType,MonthlyCharges,TotalCharges,DailyCharges
2460-NGXBJ,0,1,1,1,1,11,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),0.5666666666666667,0.08729517655204247,0.01861585632939115
2462-XIIJB,1,1,0,0,0,5,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,0.7388059701492538,0.05006923609508424,0.024270892580461684
2465-BLLEU,0,1,0,0,0,1,1,No,No internet service,No,No,No,No,No,No,Month-to-month,1,Mailed check,0.014925373134328346,0.0001096238172167089,0.0004903210622315487
2466-FCCPT,0,0,0,1,1,20,1,No,No internet service,No,No,No,No,No,No,One year,0,Bank transfer (automatic),0.014427860696517386,0.043480267712901,0.00047397702682383
2466-NEJOJ,0,1,0,1,1,8,1,No,No internet service,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),0.013930348258706454,0.01741864758827602,0.00045763299141611215
2468-SJFLM,0,1,0,0,0,1,1,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,0.5577114427860697,0.006404338795291945,0.018321663692052223
2469-DTSGX,0,0,1,0,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Electronic check,0.9293532338308458,0.9144530348488346,0.030530658141617796
2472-OVKUP,1,1,0,1,0,6,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,0.7238805970149254,0.0591045465035772,0.023780571518230136
2474-BRUCM,1,1,1,1,0,40,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,0.8318407960199005,0.46936302792522505,0.027327227201705006
2474-LCNUE,0,0,0,1,0,23,1,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),0.5512437810945274,0.18739326102007847,0.018109191231751885
2475-MROZF,0,1,0,0,0,30,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,1,Credit card (automatic),0.763681592039801,0.3269789983844911,0.025088094350847603
2476-YGEFM,0,0,0,0,0,29,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),0.5746268656716418,0.2534560350796215,0.018877360895914644
2478-EEWWM,0,1,0,1,0,59,0,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,0.25920398009950246,0.30555619663051004,0.008515242447421236
2479-BRAMR,1,1,1,1,0,41,1,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),0.6517412935323383,0.37557696745903535,0.021410686384110984
2480-EJWYP,0,0,1,1,0,58,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Bank transfer (automatic),0.7915422885572139,0.6277405954304177,0.026003360333679823
2480-JZOSN,0,0,0,1,0,1,1,No,No internet service,No,No,No,No,No,No,Month-to-month,1,Mailed check,0.023880597014925342,0.00021347795984306452,0.0007845136995704777
2480-SQIOB,0,1,0,1,1,4,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,0.2641791044776119,0.017407108239095314,0.00867868280149842
2481-SBOYW,0,0,0,0,1,61,1,Yes,No internet service,No,No,No,No,No,No,Two year,1,Credit card (automatic),0.06716417910447761,0.1707304408031387,0.0022064447800419712
2482-CZGBB,1,1,0,0,0,10,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,0.5149253731343283,0.08322178629125318,0.016916076646988444
2483-XSSMZ,0,0,0,0,0,39,1,No,DSL,Yes,No,No,No,No,No,One year,1,Electronic check,0.2945273631840796,0.21550888529886916,0.009675668961369238
2484-DGXPZ,1,0,0,1,1,31,1,No,No internet service,No,No,No,No,No,No,Month-to-month,1,Mailed check,0.012935323383084563,0.0738691437802908,0.0004249449206006755
2485-ITVKB,1,0,0,1,0,2,0,No,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,0.16766169154228855,0.0057639049157627515,0.0055079399324010694
2486-WYVVE,0,1,0,1,0,31,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,1,Mailed check,0.6074626865671642,0.28446803600276943,0.019956067232824053
2495-INZWQ,1,1,0,0,0,4,0,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,0.2616915422885572,0.017943687975998154,0.008596962624459827
2495-KZNFB,0,0,0,0,0,33,1,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,1,Electronic check,0.7203980099502488,0.34281098546042,0.02366616327037611
2495-TTHBQ,0,0,0,0,1,4,1,No,No internet service,No,No,No,No,No,No,One year,1,Mailed check,0.021393034825870627,0.007610200784675745,0.0007027935225318865
2498-XLDZR,0,0,0,1,1,32,1,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Mailed check,0.5507462686567164,0.265180013847219,0.018092847196344165
2499-AJYUA,0,0,1,1,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),0.9208955223880596,0.9073909531502423,0.030252809539686582
2501-XWWTZ,0,1,0,0,0,11,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,0.5169154228855721,0.08553542580198477,0.01698145278861932
2504-DSHIH,0,1,1,1,0,23,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,0.682089552238806,0.22583083314101085,0.022407672543981797
2506-CLAKW,1,0,0,0,0,6,1,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),0.7950248756218906,0.06331063927994462,0.026117768581533855
2506-TNFCO,1,0,1,1,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,0.5104477611940298,0.0058562197092084005,0.01676898032831898
2507-QZPQS,0,1,0,0,0,15,1,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,0,Electronic check,0.7706467661691543,0.16527809831525503,0.02531691084655566
2509-TFPJU,0,1,0,1,0,72,1,Yes,No internet service,No,No,No,No,No,No,Two year,0,Credit card (automatic),0.07462686567164178,0.21294714978075238,0.0024516053111577458
2511-ALLCS,0,0,0,1,1,35,1,Yes,No internet service,No,No,No,No,No,No,Two year,0,Bank transfer (automatic),0.06019900497512437,0.09263789522270945,0.001977628284333915
2511-MORQY,0,1,0,1,1,50,1,Yes,DSL,No,No,Yes,No,No,No,One year,0,Bank transfer (automatic),0.36467661691542286,0.2994807292868682,0.011980177953857517
2514-GINMM,1,1,0,0,0,1,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,0.6094527363184079,0.007004384952688669,0.020021443374454925
2516-VQRRV,1,0,1,0,0,2,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,0.5691542288557214,0.016108931456265865,0.018697576506429742
2516-XSJKX,0,0,0,1,1,41,1,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Electronic check,0.5990049751243781,0.3586025848142165,0.019678218630892842
2519-ERQOJ,0,1,1,0,0,33,0,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,0.36169154228855727,0.20596584352642514,0.01188211374141121
2519-FAKOD,1,1,0,0,1,38,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),0.8059701492537313,0.4336891299330718,0.026477337360503655
2519-LBNQL,0,1,1,1,0,60,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,0.8567164179104477,0.7293618739903069,0.028144428972090924
2519-TWKFS,0,1,0,1,1,25,1,Yes,DSL,No,No,No,Yes,No,No,One year,1,Mailed check,0.3666666666666667,0.16700900069236094,0.012045554095488393
2521-NPUZR,0,1,0,1,0,70,1,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),0.8233830845771145,0.8154511885529656,0.0270493785997738
2522-AHJXR,0,1,0,1,0,60,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),0.9074626865671641,0.7562947149780753,0.02981152058367819
2522-WLNSF,0,0,1,1,0,34,1,No,DSL,No,No,Yes,Yes,Yes,No,One year,0,Bank transfer (automatic),0.45721393034825875,0.24088391414724214,0.015020168539693126
2523-EWWZL,0,0,0,1,0,27,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,0.5756218905472636,0.239395338102931,0.01891004896673008
2525-GVKQU,0,0,0,0,0,60,1,No,No internet service,No,No,No,No,No,No,Two year,0,Mailed check,0.023383084577114438,0.1239556888991461,0.0007681696641627608
2528-HFYZX,1,1,1,1,0,17,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,0.5791044776119403,0.14015693514885763,0.01902445721458411
2530-ENDWQ,1,0,0,1,0,71,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,1,Bank transfer (automatic),0.7507462686567165,0.7577371336256635,0.024663149430246927
2530-FMFXO,0,1,0,1,1,56,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,0.845273631840796,0.6756231248557582,0.0277685161577134
2533-QVMSK,1,1,0,1,0,61,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,1,Electronic check,0.7547263681592039,0.6484537272097854,0.02479390171350867
2533-TIBIX,0,1,0,1,1,15,0,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),0.11890547263681589,0.052025155781213944,0.0039062244624446744
2535-PBCGC,0,0,0,1,0,70,0,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),0.46069651741293527,0.5176667435956611,0.01513457678754715
2538-OIMXF,0,0,0,0,1,1,0,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,0.06417910447761191,0.0006808216016616661,0.0021083805675956606
2541-YGPKE,0,1,0,1,1,42,1,No,DSL,Yes,No,No,Yes,No,Yes,One year,0,Credit card (automatic),0.4522388059701493,0.3167032079390722,0.014856728185615942
2542-HYGIQ,0,0,0,0,0,1,1,No,No internet service,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),0.01691542288557213,0.00013270251557812116,0.0005556972038624221
2545-EBUPK,0,0,1,0,0,2,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,0.6547263681592039,0.019299561504731135,0.02150875059655729
2545-LXYVJ,0,1,0,1,0,72,1,No,No internet service,No,No,No,No,No,No,Two year,0,Bank transfer (automatic),0.024378109452736302,0.17000923147934457,0.0008008577349781964
2546-KZAAT,0,1,0,1,0,52,1,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,1,Mailed check,0.5686567164179105,0.4438783752596353,0.018681232471022026
2550-AEVRU,0,0,0,1,1,57,1,No,DSL,Yes,Yes,No,No,No,No,One year,0,Electronic check,0.3502487562189055,0.3501269328409878,0.011506200927033689
2550-QHZGP,0,1,0,0,0,7,1,No,No internet service,No,No,No,No,No,No,One year,0,Mailed check,0.01243781094527363,0.012670205400415416,0.00040860088519295763
2558-BUOZZ,0,1,0,0,0,47,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,0,Bank transfer (automatic),0.7616915422885572,0.5212381721670898,0.025022718209216727
2560-PPCHE,0,0,0,0,0,65,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),0.863681592039801,0.7760731594738057,0.028373245467798982
2560-QTSBS,0,0,0,1,1,72,1,Yes,No internet service,No,No,No,No,No,No,One year,1,Bank transfer (automatic),0.05024875621890548,0.18513154858066008,0.0016507475761795493
2560-WBWXF,0,1,0,0,0,68,1,Yes,No internet service,No,No,No,No,No,No,Two year,1,Bank transfer (automatic),0.05870646766169152,0.17078813754904223,0.0019285961781107595
2565-JSLRY,1,1,0,0,0,1,1,Yes,No internet service,No,No,No,No,No,No,Month-to-month,1,Mailed check,0.057711442786069655,0.000605815831987076,0.0018959081072953236
2568-BRGYX,1,1,0,0,0,4,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,0.5169154228855721,0.025288483729517655,0.01698145278861932
2568-OIADY,1,0,0,1,0,37,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,0.808457711442786,0.4319409185321948,0.026559057537542247
2569-WGERO,0,0,0,0,0,72,1,No,No internet service,No,No,No,No,No,No,Two year,1,Bank transfer (automatic),0.0288557213930348,0.16162012462497116,0.000947954053647661
2573-GYRUU,0,1,1,1,0,48,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),0.7243781094527363,0.5021867066697439,0.023796915553637853
2575-GFSOE,1,0,0,1,1,7,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,0.5049751243781094,0.056323563351027006,0.01658919593883408
2576-HXMPA,0,0,0,0,0,1,1,No,No internet service,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),0.012935323383084563,8.654511885529664e-05,0.0004249449206006755
2577-GVSIL,0,1,0,1,1,35,1,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),0.5492537313432836,0.3049042234018001,0.01804381509012101
2578-JQPHZ,0,1,0,0,0,44,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),0.8144278606965173,0.5030636972074776,0.026755185962434865
2580-ASVVY,0,0,0,1,0,37,0,No,DSL,Yes,No,No,Yes,Yes,No,Two year,0,Electronic check,0.27014925373134324,0.18166397415185784,0.00887481122639104
2580-ATZSQ,0,0,0,1,1,65,1,No,DSL,Yes,Yes,Yes,No,No,No,One year,0,Bank transfer (automatic),0.42885572139303485,0.44487652896376645,0.01408855852145318
2581-VKIRT,0,0,0,1,1,59,1,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,0,Mailed check,0.4701492537313433,0.4364758827602123,0.015445113460293801
2582-FFFZR,0,0,0,0,0,22,0,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,0.3218905472636816,0.12168243711054696,0.010574590908793745
2585-KTFRE,0,1,0,0,1,1,1,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),0.5194029850746269,0.005960073851834756,0.017063172965657913
2586-CWXVV,0,1,0,1,0,54,0,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,0.12089552238805967,0.18492384029540734,0.003971600604075548
2587-EKXTS,0,1,0,0,0,44,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,0.9278606965174129,0.5650069236095083,0.03048162603539464
2587-YNLES,0,0,0,1,1,6,1,No,No internet service,No,No,No,No,No,No,Two year,0,Mailed check,0.01840796019900498,0.00941033925686591,0.0006047293100855775
2589-AYCRP,0,0,0,0,0,50,1,No,No internet service,No,No,No,No,No,No,One year,0,Bank transfer (automatic),0.014925373134328346,0.11196053542580199,0.0004903210622315487
2592-HODOV,0,1,0,0,0,13,1,No,No internet service,No,No,No,No,No,No,One year,0,Credit card (automatic),0.010447761194029848,0.0277925225017309,0.00034322474356208435
2592-SEIFQ,1,1,0,0,0,3,0,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,0.06467661691542287,0.005556196630510039,0.002124724603003379
2592-YKDIF,0,0,0,0,0,1,1,No,No internet service,No,No,No,No,No,No,Month-to-month,0,Mailed check,0.020895522388059695,0.00017885991230094612,0.0006864494871241687
2595-KIWPV,0,1,0,0,1,27,1,No,No internet service,No,No,No,No,No,No,Two year,0,Credit card (automatic),0.014427860696517386,0.05660050773136396,0.00047397702682383
2599-CIPQE,0,1,0,1,1,71,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),0.9059701492537312,0.8959208400646204,0.02976248847745503
2599-CZABP,0,1,0,1,0,14,1,No,DSL,No,No,No,No,No,No,One year,0,Electronic check,0.26218905472636816,0.0718266789753058,0.008613306659867547
2603-HVKCG,0,1,0,0,0,31,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,0.827363184079602,0.36058735287329796,0.027180130883035544
2604-IJPDU,0,0,0,1,0,20,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,1,Electronic check,0.7791044776119402,0.21726863604892685,0.025594759448486867
2604-XVDAM,0,0,0,0,0,12,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),0.254228855721393,0.06025271174705748,0.008351802093344053
2606-PKWJB,0,1,0,0,1,40,0,No,DSL,Yes,Yes,No,Yes,No,No,One year,0,Mailed check,0.21890547263681592,0.17831179321486268,0.007191375579396055
2606-RMDHZ,1,1,0,0,0,6,0,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),0.12189054726368159,0.021913224094161087,0.004004288674890985
2607-DHDAK,0,1,0,1,1,72,1,No,No internet service,No,No,No,No,No,No,Two year,1,Credit card (automatic),0.015422885572139305,0.16107200553888762,0.0005066650976392675
2607-FBDFF,0,1,0,0,0,1,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,0,Credit card (automatic),0.30597014925373134,0.003484883452573275,0.010051581775746759
2608-BHKFN,1,0,0,0,0,4,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),0.5154228855721392,0.0286291253173321,0.016932420682396164
2609-IAICY,1,0,0,0,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,0.5860696517412936,0.0067332102469420735,0.019253273710292167
2612-PHGOX,0,1,0,1,0,64,1,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),0.5756218905472636,0.553888760673898,0.01891004896673008
2612-RANWT,1,0,0,0,0,12,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),0.8149253731343283,0.1321832448649896,0.026771529997842585
2612-RRIDN,1,1,0,0,0,4,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,0.6243781094527363,0.03716247403646435,0.020511764436686473
2615-YVMYX,0,1,1,1,0,71,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,0.8880597014925372,0.887924071082391,0.029174103202777173
2616-FLVQC,0,1,0,0,0,64,1,No,No internet service,No,No,No,No,No,No,Two year,0,Mailed check,0.012935323383084563,0.1409358412185553,0.0004249449206006755
2616-UUTFK,0,1,0,1,0,33,1,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),0.5422885572139303,0.2802504038772213,0.017814998594412955
2619-WFQWU,1,0,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,0.5164179104477612,0.005925455804292638,0.016965108753211604
2621-UDNLU,0,0,0,1,0,3,1,No,No internet service,No,No,No,No,No,No,Month-to-month,0,Mailed check,0.025870646766169153,0.006138933764135703,0.0008498898412013519
2623-DRYAM,0,0,0,1,0,70,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,0.8308457711442786,0.8135818139856913,0.027294539130889573
2625-TRCZQ,0,0,0,1,0,51,0,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,0.3124378109452736,0.2924705746595892,0.010264054236047097
2626-URJFX,1,1,0,1,1,4,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,0.3248756218905472,0.023863374105700438,0.010672655121240052
2626-VEEWG,0,1,0,1,1,67,1,No,No internet service,No,No,No,No,No,No,Two year,1,Credit card (automatic),0.011442786069651711,0.14601892453265639,0.00037591281437752007
2632-IVXVF,0,0,0,1,1,68,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),0.9303482587064676,0.8645857373644127,0.030563346212433232
2632-TACXW,0,0,0,1,0,62,1,Yes,No internet service,No,No,No,No,No,No,Two year,0,Bank transfer (automatic),0.05373134328358206,0.16131433187168245,0.0017651558240335762
2632-UCGVD,1,1,1,1,0,66,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),0.8139303482587064,0.7908031387029771,0.026738841927027145
2634-HCZGT,1,1,1,1,0,53,1,Yes,DSL,Yes,No,No,Yes,No,No,One year,1,Electronic check,0.4159203980099502,0.3705111931687053,0.013663613600852501
2636-ALXXZ,1,0,1,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,0.5109452736318407,0.005861989383798754,0.0167853243637267
2636-OHFMN,1,1,0,1,0,4,0,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,0.3014925373134328,0.021024694207246713,0.009904485457077292
2636-SJDOU,0,1,0,0,0,64,1,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,1,Credit card (automatic),0.6572139303482587,0.608152550196169,0.021590470773595882
2637-FKFSY,0,0,0,1,0,3,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,0.2771144278606965,0.012849065312716363,0.009103627722099097
2639-UGMAZ,0,1,1,0,0,71,0,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,1,Electronic check,0.3800995024875622,0.4577140549273021,0.012486843051496787
2640-LYMOV,0,1,0,0,0,2,1,No,No internet service,No,No,No,No,No,No,Month-to-month,1,Mailed check,0.013930348258706454,0.002307869836141241,0.00045763299141611215
2640-PMGFL,1,1,0,0,1,27,1,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,0.6094527363184079,0.24945188091391648,0.020021443374454925
2642-DTVCO,1,1,1,0,0,9,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,0.6646766169154228,0.08397184398799909,0.021835631304711653
2642-MAWLJ,0,0,0,1,1,36,1,No,No internet service,No,No,No,No,No,No,Two year,0,Bank transfer (automatic),0.019900497512437804,0.08067735979690746,0.000653761416308732
2645-QTLMB,1,1,0,0,0,7,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,0.7562189054726368,0.07502884837295178,0.024842933819731825
2649-HWLYB,0,1,0,1,0,65,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Bank transfer (automatic),0.5761194029850747,0.5666685898915301,0.0189263930021378
2650-GYRYL,0,1,0,1,1,33,1,No,No internet service,No,No,No,No,No,No,One year,1,Bank transfer (automatic),0.011940298507462671,0.06709554581121625,0.0003922568497852389
2651-ZCBXV,0,1,0,0,0,54,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),0.8930348258706468,0.6625721209323794,0.02933754355685436
2654-VBVPB,0,0,0,0,0,1,1,No,No internet service,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),0.01641791044776117,0.00012693284098776788,0.0005393531684547033
2656-FMOKZ,1,0,1,0,0,15,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,0.5592039800995025,0.13003692591737828,0.018370695798275376
2656-TABEH,1,1,0,1,0,4,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,0.8154228855721393,0.04631894761135472,0.026787874033250305
2657-ALMWY,1,0,1,1,0,26,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,0.663681592039801,0.24820563120240022,0.021802943233896224
2657-VPXTA,0,0,0,1,1,10,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,0.7024875621890546,0.1050830833141011,0.023077777995698247
2659-VXMWZ,1,1,0,1,1,67,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,0.9258706467661691,0.8612162474036464,0.030416249893763767
2660-EMUBI,1,1,1,0,0,10,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,0.7671641791044775,0.10149434571890147,0.025202502598701628
2661-GKBTK,0,1,0,1,1,60,1,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),0.5840796019900497,0.522172859450727,0.01918789756866129
2662-NNTDK,0,1,0,0,0,65,1,Yes,No internet service,No,No,No,No,No,No,One year,0,Credit card (automatic),0.06517412935323383,0.1825698130625433,0.002141068638411098
2664-XJZNO,0,1,0,1,1,72,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),0.8621890547263681,0.8701534733441034,0.028324213361575822
2665-NPTGL,0,0,1,1,0,26,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),0.7945273631840796,0.28754904223401795,0.026101424546126135
2667-WYLWJ,1,0,0,1,1,8,1,No,No internet service,No,No,No,No,No,No,One year,1,Mailed check,0.014925373134328346,0.014562658666051234,0.0004903210622315487
2668-TZSPS,0,1,0,0,0,1,1,No,No internet service,No,No,No,No,No,No,Month-to-month,0,Mailed check,0.021890547263681587,0.00019039926148165225,0.0007191375579396053
2669-OIDSD,0,0,0,1,0,48,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),0.8139303482587064,0.5556427417493653,0.026738841927027145
2669-QVCRG,0,0,0,0,0,41,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),0.6273631840796019,0.3660108469882299,0.020609828649132782
2672-DZUOY,1,1,0,0,0,1,0,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,0.06865671641791044,0.0007327486729748439,0.0022554768862651257
2672-HUYVI,1,0,0,0,0,6,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,0.7248756218905472,0.050369259173782606,0.023813259589045573
2672-OJQZP,0,0,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,0.26368159203980096,0.002994461112393261,0.008662338766090702
2672-TGEFF,0,0,0,1,1,37,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,0.7019900497512437,0.3833083314101085,0.023061433960290527
2673-CXQEU,0,0,1,0,0,56,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,0,Electronic check,0.917910447761194,0.7062889453034848,0.030154745327240277
2673-ZALNP,0,0,0,0,0,7,1,No,No internet service,No,No,No,No,No,No,One year,0,Mailed check,0.01641791044776117,0.017810985460420033,0.0005393531684547033
2674-MIAHT,0,0,0,0,0,4,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,0.617412935323383,0.03524117239787676,0.020282947940978416
2674-MLXMN,0,0,1,0,0,71,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),0.8099502487562189,0.7999480729286867,0.026608089643765404
2675-DHUTR,0,1,1,1,0,58,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,0.8024875621890547,0.664885760443111,0.02636292911264963
2675-IJRGJ,0,1,0,0,0,53,1,No,No internet service,No,No,No,No,No,No,Two year,0,Bank transfer (automatic),0.013930348258706454,0.11068543734133396,0.00045763299141611215
2675-OTVVJ,0,1,1,1,0,31,1,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,0,Electronic check,0.708457711442786,0.32181513962612507,0.023273906420590868
